Pregunta,Respuesta,Categoría,Fuente
¿Qué indicadores usa Bienestar Universitario para validar las becas económicas?,"Revisa calificaciones, ingresos familiares, realiza visitas y comprueba si el alumno cumple las condiciones del reglamento.",Gestión de becas,Reglamento de Becas - Pregrado (Art. 42)
¿Qué proceso sigue la UPAO para revisar una solicitud de beca por necesidad económica?,"Se elabora un informe técnico tras el análisis de datos académicos y económicos, el cual es elevado al Comité de Becas.",Gestión de becas,Reglamento de Becas - Pregrado (Art. 42)
¿Qué pasa si hay un empate en la calificación del primer puesto en el examen de admisión?,"En caso de empate en la calificación del primer puesto, la beca se otorga a todos los estudiantes que obtuvieron la misma nota, siempre que cumplan con los demás requisitos establecidos.",Requisitos de beca,Reglamento de Becas - Pregrado (Art. 8)
¿Cuáles son los principios que guían el otorgamiento de becas en la UPAO?,"El otorgamiento se basa en principios como la excelencia académica, reciprocidad, equidad, verdad material, presunción de veracidad, controles posteriores y oportunidad.",Principios,Reglamento de Becas - Pregrado (Art. 3)
¿Qué condiciones aplican a estudiantes del COAR para acceder a becas?,"Los estudiantes del COAR deben ocupar uno de los 10 primeros puestos de su promoción, presentar una carta de su colegio, y haber egresado hace menos de un año.",Requisitos de beca,Reglamento de Becas - Pregrado (Art. 15-17)
¿Cómo se evalúa el rendimiento para renovar becas otorgadas a estudiantes del COAR?,"Deben mantener un promedio ponderado mínimo de 14, estar matriculados en todos los créditos requeridos y aprobar todas las asignaturas del semestre.",Renovación de beca,Reglamento de Becas - Pregrado (Art. 18)
¿Cómo se renueva una beca por ocupar el segundo puesto en estudios de pregrado?,"La media beca se renueva automáticamente si se mantiene el promedio exigido, se aprueban todas las materias y se cumplen los demás requisitos académicos.",Renovación de beca,Reglamento de Becas - Pregrado (Art. 47)
¿Qué debe incluir una solicitud de beca por fallecimiento del tutor?,"Debe incluir documentación como acta de defunción, constancia de matrícula, declaración jurada, pruebas de carencia económica, y otros documentos requeridos por la Oficina de Bienestar Universitario.",Beca económica,Reglamento de Becas - Pregrado (Art. 40)
¿Qué pasa si el estudiante se matricula en otra carrera luego de recibir una beca?,"El beneficio se pierde si el estudiante cambia de programa de estudios, ya que las becas son válidas solo para el programa original.",Pérdida de beca,Reglamento de Becas - Pregrado (Art. 7)
¿Cuál es el procedimiento para solicitar una beca o media beca?,"Las solicitudes deben ser presentadas ante el Comité de Becas dentro del cronograma establecido, quien evaluará los expedientes y decidirá la asignación del beneficio.",Gestión de becas,Reglamento de Becas - Pregrado (Art. 48-50)
¿Cuáles son los beneficios específicos de la beca por fallecimiento del tutor?,"Cubre pensiones vencidas posteriores a la solicitud, matrícula si se presenta antes del inicio del semestre, y otros gastos académicos como certificados o derechos de titulación.",Beca económica,Reglamento de Becas - Pregrado (Art. 39)
¿Qué criterios usa la Oficina de Bienestar Universitario para evaluar solicitudes de becas económicas?,"Evalúa el rendimiento académico, carencia económica, documentación socioeconómica, visitas domiciliarias, y verifica el cumplimiento de los criterios establecidos.",Gestión de becas,Reglamento de Becas - Pregrado (Art. 42)
¿Qué pasa si hay un empate en la calificación del primer puesto en el examen de admisión?,"En caso de empate en la calificación del primer puesto, la beca se otorga a todos los estudiantes que obtuvieron la misma nota, siempre que cumplan con los demás requisitos establecidos.",Requisitos de beca,Reglamento de Becas - Pregrado (Art. 8)
¿Cuáles son los principios que guían el otorgamiento de becas en la UPAO?,"El otorgamiento se basa en principios como la excelencia académica, reciprocidad, equidad, verdad material, presunción de veracidad, controles posteriores y oportunidad.",Principios,Reglamento de Becas - Pregrado (Art. 3)
¿Qué condiciones aplican a estudiantes del COAR para acceder a becas?,"Los estudiantes del COAR deben ocupar uno de los 10 primeros puestos de su promoción, presentar una carta de su colegio, y haber egresado hace menos de un año.",Requisitos de beca,Reglamento de Becas - Pregrado (Art. 15-17)
¿Cómo se evalúa el rendimiento para renovar becas otorgadas a estudiantes del COAR?,"Deben mantener un promedio ponderado mínimo de 14, estar matriculados en todos los créditos requeridos y aprobar todas las asignaturas del semestre.",Renovación de beca,Reglamento de Becas - Pregrado (Art. 18)
¿Cómo se renueva una beca por ocupar el segundo puesto en estudios de pregrado?,"La media beca se renueva automáticamente si se mantiene el promedio exigido, se aprueban todas las materias y se cumplen los demás requisitos académicos.",Renovación de beca,Reglamento de Becas - Pregrado (Art. 47)
¿Qué debe incluir una solicitud de beca por fallecimiento del tutor?,"Debe incluir documentación como acta de defunción, constancia de matrícula, declaración jurada, pruebas de carencia económica, y otros documentos requeridos por la Oficina de Bienestar Universitario.",Beca económica,Reglamento de Becas - Pregrado (Art. 40)
¿Qué pasa si el estudiante se matricula en otra carrera luego de recibir una beca?,"El beneficio se pierde si el estudiante cambia de programa de estudios, ya que las becas son válidas solo para el programa original.",Pérdida de beca,Reglamento de Becas - Pregrado (Art. 7)
¿Cuál es el procedimiento para solicitar una beca o media beca?,"Las solicitudes deben ser presentadas ante el Comité de Becas dentro del cronograma establecido, quien evaluará los expedientes y decidirá la asignación del beneficio.",Gestión de becas,Reglamento de Becas - Pregrado (Art. 48-50)
¿Cuáles son los beneficios específicos de la beca por fallecimiento del tutor?,"Cubre pensiones vencidas posteriores a la solicitud, matrícula si se presenta antes del inicio del semestre, y otros gastos académicos como certificados o derechos de titulación.",Beca económica,Reglamento de Becas - Pregrado (Art. 39)
¿Qué criterios usa la Oficina de Bienestar Universitario para evaluar solicitudes de becas económicas?,"Evalúa el rendimiento académico, carencia económica, documentación socioeconómica, visitas domiciliarias, y verifica el cumplimiento de los criterios establecidos.",Gestión de becas,Reglamento de Becas - Pregrado (Art. 42)
¿Qué regula el Reglamento de Estudios de Pregrado de la UPAO?,"Regula la gestión de la actividad académica de los estudios de pregrado, incluyendo admisión, matrícula, evaluación, investigación, responsabilidad social, grados y títulos, entre otros aspectos.",Marco normativo,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué aspectos abarca el reglamento de estudios de pregrado en la UPAO?,Regula todo el desarrollo académico en pregrado: desde la admisión y matrícula hasta los grados y títulos.,Generalidades,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué temas organiza el reglamento académico de pregrado en la universidad?,"Organiza el funcionamiento académico, social, investigativo y administrativo de los estudios de pregrado.",Generalidades,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Cuál es el alcance del reglamento académico de pregrado en la UPAO?,Abarca los procedimientos académicos desde el ingreso hasta la obtención del título profesional.,Generalidades,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué contenidos están incluidos en el reglamento de estudios de pregrado?,"Incluye normas sobre matrícula, evaluaciones, investigación, prácticas, titulaciones y más.",Generalidades,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué finalidad tiene el reglamento de pregrado en UPAO?,"Su propósito es normar la gestión académica en el nivel de pregrado, garantizando calidad y transparencia.",Generalidades,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué modalidades de estudios contempla el régimen de estudios de pregrado?,"Contempla la modalidad presencial y semipresencial, con un régimen semestral basado en créditos y currículo flexible.",Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Qué tipos de estudio están permitidos en el régimen de pregrado?,"Se puede estudiar en modalidad presencial o semipresencial, con flexibilidad curricular.",Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Qué formas de enseñanza contempla el pregrado en UPAO?,"Las clases pueden desarrollarse presencialmente o en entornos combinados, según el plan de estudios.",Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Cuáles son las modalidades de cursado disponibles para el pregrado?,Modalidad presencial y semipresencial con un enfoque basado en créditos.,Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Qué opciones tiene el estudiante para estudiar pregrado?,"Tiene la opción de seguir estudios presenciales o semipresenciales, según el programa.",Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Qué características tienen las modalidades académicas en el pregrado?,Las modalidades incluyen flexibilidad curricular y un sistema semestral basado en créditos.,Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Cómo se calcula el valor de un crédito académico?,Un crédito equivale a 16 horas de teoría o 32 horas de práctica por semestre académico.,Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Cuántas horas representa un crédito académico?,Un crédito equivale a 16 horas de teoría o 32 horas prácticas por semestre.,Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Qué determina el valor de un crédito en la UPAO?,El número de horas dedicadas a clases teóricas o prácticas durante el semestre.,Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Cómo se define la carga horaria de un crédito en pregrado?,"Por cada crédito se asignan 16 horas de teoría o 32 de práctica, en el periodo académico.",Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Qué mide un crédito académico en la universidad?,Mide el tiempo de aprendizaje en horas teóricas o prácticas equivalentes por curso.,Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Cuál es la equivalencia en horas de un crédito?,"Cada crédito académico representa una carga de 16 a 32 horas, dependiendo del tipo de actividad.",Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Quiénes son considerados estudiantes regulares en la UPAO?,Aquellos que han obtenido vacante y registrado matrícula en una carrera profesional.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Qué requisitos debe cumplir alguien para ser estudiante regular?,Haber ingresado a la universidad y formalizado su matrícula en una carrera profesional.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Qué condición otorga el estatus de estudiante regular?,La matrícula activa en un programa académico luego de obtener vacante.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Cuándo un estudiante es reconocido como regular en la UPAO?,Cuando registra su matrícula después del proceso de admisión.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Qué implica ser estudiante regular en UPAO?,Que el alumno ha sido admitido y ha formalizado su inscripción académica.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Cómo se considera a un alumno como estudiante formal?,Si ya ha obtenido vacante y está registrado en una carrera profesional vigente.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Qué condiciones causan la separación definitiva de un estudiante?,Desaprobar tres veces la misma asignatura implica separación automática y definitiva.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Qué acciones conducen a la separación del estudiante?,Reprobar tres veces la misma materia genera separación definitiva.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿En qué caso se pierde el vínculo académico con la UPAO?,"Al desaprobar repetidamente un curso específico, sin mejoras en el rendimiento.",Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Cuál es la consecuencia de desaprobar una asignatura en reiteradas oportunidades?,Se produce la separación automática si la asignatura es desaprobada tres veces.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Qué situación obliga a un estudiante a retirarse de la universidad?,El fracaso académico reiterado en la misma asignatura es causal de retiro.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Cómo se determina la expulsión académica definitiva?,A través de la desaprobación continua de una asignatura clave del plan curricular.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Qué requisitos se deben cumplir para una reanudación de estudios?,"Solicitar reanudación dentro de tres años desde la suspensión, adecuarse al plan vigente y a las normas actuales.",Reanudación de estudios,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Cómo se puede solicitar la reanudación de estudios en la UPAO?,El estudiante debe solicitarlo en un plazo máximo de tres años desde su suspensión y adecuarse al plan de estudios vigente.,Suspensión,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Qué condiciones establece la universidad para volver a estudiar tras una interrupción?,"Debe presentarse una solicitud formal, cumplir con las nuevas disposiciones y no haber excedido el tiempo máximo sin estudiar.",Suspensión,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Cuándo se permite la reincorporación de un estudiante suspendido?,Siempre que no hayan pasado más de tres años y se adapte al plan curricular actualizado.,Suspensión,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Qué debe hacer un alumno para reanudar sus estudios?,"Ingresar una solicitud, ajustarse a las normativas actuales y cumplir con los requisitos académicos del nuevo plan.",Suspensión,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Cuál es el procedimiento para volver a cursar luego de una suspensión?,Debe realizar una solicitud formal y estar dispuesto a reintegrarse según el plan y normas académicas vigentes.,Suspensión,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Qué es el traslado interno y cuántas veces puede realizarse?,Es el cambio de programa dentro de la universidad. Solo puede realizarse dos veces en la misma modalidad.,Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿En qué consiste un traslado interno en la UPAO?,"Es el cambio de carrera dentro de la universidad, permitido hasta dos veces en la misma modalidad.",Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Cuántas veces se puede solicitar un traslado interno de carrera?,Hasta en dos ocasiones dentro del mismo régimen de estudios (presencial o semipresencial).,Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Qué implica cambiar de programa académico dentro de la UPAO?,Requiere cumplir requisitos y solo es permitido hasta dos veces.,Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Qué limitaciones existen para el traslado interno de carrera?,El reglamento solo permite realizarlo dos veces durante la trayectoria universitaria.,Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Se puede cambiar de carrera dentro de la universidad más de dos veces?,"No, el reglamento lo restringe a dos ocasiones dentro de la misma modalidad.",Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Qué documentos se requieren para un traslado externo?,"Incluye solicitud, certificados, sílabos, constancias y pago por derecho, entre otros requisitos.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿Qué se necesita presentar para realizar un traslado desde otra universidad?,"Certificados, sílabos, constancias, solicitud y comprobante de pago por derechos administrativos.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿Qué papeles son indispensables para pedir el traslado externo?,"Una solicitud formal, documentos académicos, pago por derechos y certificaciones válidas.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿Qué requisitos documentarios exige la UPAO para el traslado de otra institución?,"El postulante debe presentar constancias de notas, sílabos, certificados y acreditar el cumplimiento del plan.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿Cuáles son los requisitos de documentación para ingresar por traslado externo?,"Debe presentar documentos académicos que sustenten su avance curricular, junto con la solicitud y pago correspondiente.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿Qué trámites deben seguir quienes desean cambiarse de universidad a la UPAO?,"Deben entregar expediente completo con certificados de estudios, sílabos, constancias de conducta y pago por derechos.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿En qué casos procede la convalidación de asignaturas?,Cuando los créditos y contenidos de la asignatura aprobada son equivalentes o superiores al 80%.,Convalidaciones,Reglamento de Estudios de Pregrado (Art. 34)
¿Cuándo es posible convalidar una asignatura cursada en otra universidad?,Cuando el curso aprobado es equivalente en al menos un 80% al que ofrece la UPAO.,Evaluación,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué condiciones se requieren para convalidar cursos previos?,Que los créditos y contenidos sean iguales o superiores al 80% de lo exigido por la asignatura de destino.,Evaluación,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué determina si una asignatura puede ser convalidada?,"La compatibilidad entre contenidos, créditos y nivel académico con el curso de la UPAO.",Evaluación,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué criterios se aplican para aceptar la convalidación de materias?,Las asignaturas deben tener alta correspondencia académica con las de la universidad receptora.,Evaluación,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué evaluación se realiza para validar cursos de otra institución?,Se revisa que el contenido y los créditos del curso superen el 80% de equivalencia.,Evaluación,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué implica la reserva de matrícula?,Es la anulación de matrícula que conserva la condición de estudiante por un máximo de cuatro semestres consecutivos.,Matrícula,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Qué es y cómo funciona la reserva de matrícula?,Es un trámite que permite conservar la condición de estudiante sin cursar durante un máximo de cuatro semestres.,Trámite,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Para qué sirve reservar la matrícula en la UPAO?,Para suspender temporalmente los estudios sin perder el vínculo académico.,Trámite,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Qué beneficio otorga la reserva de matrícula?,Evita la pérdida de la condición de estudiante durante periodos de inactividad académica.,Trámite,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Cuál es el límite de semestres para reservar la matrícula?,Se puede reservar hasta por cuatro periodos consecutivos sin perder la condición de estudiante.,Trámite,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Qué condiciones tiene la reserva de matrícula?,El estudiante conserva su estatus mientras no exceda el tiempo permitido por el reglamento.,Trámite,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Qué regula el Reglamento de Estudios de Pregrado de la UPAO?,"Regula la gestión de la actividad académica de los estudios de pregrado, incluyendo admisión, matrícula, evaluación, investigación, responsabilidad social, grados y títulos, entre otros aspectos.",Marco normativo,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué modalidades de estudios contempla el régimen de estudios de pregrado?,"Contempla la modalidad presencial y semipresencial, con un régimen semestral basado en créditos y currículo flexible.",Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Cómo se calcula el valor de un crédito académico?,Un crédito equivale a 16 horas de teoría o 32 horas de práctica por semestre académico.,Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Quiénes son considerados estudiantes regulares en la UPAO?,Aquellos que han obtenido vacante y registrado matrícula en una carrera profesional.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Qué condiciones causan la separación definitiva de un estudiante?,Desaprobar tres veces la misma asignatura implica separación automática y definitiva.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Qué requisitos se deben cumplir para una reanudación de estudios?,"Solicitar reanudación dentro de tres años desde la suspensión, adecuarse al plan vigente y a las normas actuales.",Reanudación de estudios,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Qué es el traslado interno y cuántas veces puede realizarse?,Es el cambio de programa dentro de la universidad. Solo puede realizarse dos veces en la misma modalidad.,Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Qué documentos se requieren para un traslado externo?,"Incluye solicitud, certificados, sílabos, constancias y pago por derecho, entre otros requisitos.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿En qué casos procede la convalidación de asignaturas?,Cuando los créditos y contenidos de la asignatura aprobada son equivalentes o superiores al 80%.,Convalidaciones,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué implica la reserva de matrícula?,Es la anulación de matrícula que conserva la condición de estudiante por un máximo de cuatro semestres consecutivos.,Matrícula,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Qué regula el Reglamento de Estudios de Pregrado de la UPAO?,"Regula la gestión de la actividad académica de los estudios de pregrado, incluyendo admisión, matrícula, evaluación, investigación, responsabilidad social, grados y títulos, entre otros aspectos.",Marco normativo,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué modalidades de estudios contempla el régimen de estudios de pregrado?,"Contempla la modalidad presencial y semipresencial, con un régimen semestral basado en créditos y currículo flexible.",Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Cómo se calcula el valor de un crédito académico?,Un crédito equivale a 16 horas de teoría o 32 horas de práctica por semestre académico.,Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Quiénes son considerados estudiantes regulares en la UPAO?,Aquellos que han obtenido vacante y registrado matrícula en una carrera profesional.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Qué condiciones causan la separación definitiva de un estudiante?,Desaprobar tres veces la misma asignatura implica separación automática y definitiva.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Qué requisitos se deben cumplir para una reanudación de estudios?,"Solicitar reanudación dentro de tres años desde la suspensión, adecuarse al plan vigente y a las normas actuales.",Reanudación de estudios,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Qué es el traslado interno y cuántas veces puede realizarse?,Es el cambio de programa dentro de la universidad. Solo puede realizarse dos veces en la misma modalidad.,Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Qué documentos se requieren para un traslado externo?,"Incluye solicitud, certificados, sílabos, constancias y pago por derecho, entre otros requisitos.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿En qué casos procede la convalidación de asignaturas?,Cuando los créditos y contenidos de la asignatura aprobada son equivalentes o superiores al 80%.,Convalidaciones,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué implica la reserva de matrícula?,Es la anulación de matrícula que conserva la condición de estudiante por un máximo de cuatro semestres consecutivos.,Matrícula,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Qué regula el Reglamento de Estudios de Pregrado de la UPAO?,"Regula la gestión de la actividad académica de los estudios de pregrado, incluyendo admisión, matrícula, evaluación, investigación, responsabilidad social, grados y títulos, entre otros aspectos.",Marco normativo,Reglamento de Estudios de Pregrado (Art. 1-3)
¿Qué modalidades de estudios contempla el régimen de estudios de pregrado?,"Contempla la modalidad presencial y semipresencial, con un régimen semestral basado en créditos y currículo flexible.",Régimen de estudios,Reglamento de Estudios de Pregrado (Art. 4-5)
¿Cómo se calcula el valor de un crédito académico?,Un crédito equivale a 16 horas de teoría o 32 horas de práctica por semestre académico.,Créditos,Reglamento de Estudios de Pregrado (Art. 7)
¿Quiénes son considerados estudiantes regulares en la UPAO?,Aquellos que han obtenido vacante y registrado matrícula en una carrera profesional.,Condición de estudiante,Reglamento de Estudios de Pregrado (Art. 18)
¿Qué condiciones causan la separación definitiva de un estudiante?,Desaprobar tres veces la misma asignatura implica separación automática y definitiva.,Separación académica,Reglamento de Estudios de Pregrado (Art. 19)
¿Qué requisitos se deben cumplir para una reanudación de estudios?,"Solicitar reanudación dentro de tres años desde la suspensión, adecuarse al plan vigente y a las normas actuales.",Reanudación de estudios,Reglamento de Estudios de Pregrado (Art. 21-23)
¿Qué es el traslado interno y cuántas veces puede realizarse?,Es el cambio de programa dentro de la universidad. Solo puede realizarse dos veces en la misma modalidad.,Traslados,Reglamento de Estudios de Pregrado (Art. 24-25)
¿Qué documentos se requieren para un traslado externo?,"Incluye solicitud, certificados, sílabos, constancias y pago por derecho, entre otros requisitos.",Traslados externos,Reglamento de Estudios de Pregrado (Art. 32)
¿En qué casos procede la convalidación de asignaturas?,Cuando los créditos y contenidos de la asignatura aprobada son equivalentes o superiores al 80%.,Convalidaciones,Reglamento de Estudios de Pregrado (Art. 34)
¿Qué implica la reserva de matrícula?,Es la anulación de matrícula que conserva la condición de estudiante por un máximo de cuatro semestres consecutivos.,Matrícula,Reglamento de Estudios de Pregrado (Art. 59-61)
¿Qué es el modelo de convenio de prácticas preprofesionales?,"Es un acuerdo entre la universidad, la empresa y el estudiante para que este último realice prácticas relacionadas con su carrera, bajo ciertas condiciones y beneficios.",Generalidades,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Cómo se define el convenio de prácticas preprofesionales?,"Es un acuerdo entre la universidad, la empresa y el estudiante para que este último realice prácticas relacionadas con su carrera, bajo ciertas condiciones y beneficios.",Generalidades,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿En qué consiste el acuerdo de prácticas preprofesionales?,"Es un acuerdo entre la universidad, la empresa y el estudiante para regular las condiciones de las prácticas profesionales en beneficio formativo del alumno.",Generalidades,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Qué significa un modelo de convenio de prácticas preprofesionales?,Es un documento formal que establece las condiciones y responsabilidades para que el estudiante realice prácticas preprofesionales.,Generalidades,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Cuál es la finalidad del convenio de prácticas preprofesionales?,Tiene como finalidad brindar al estudiante una experiencia práctica supervisada que complemente su formación académica.,Generalidades,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Para qué sirve el convenio de prácticas preprofesionales?,"Sirve para formalizar la relación entre el estudiante, la universidad y la empresa durante el periodo de prácticas.",Generalidades,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Quiénes firman el convenio de prácticas?,"Lo firman la empresa, el centro de formación profesional y el practicante. Si el estudiante es menor de edad, también firma un apoderado.",Partes del convenio,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Qué personas intervienen en la firma del convenio de prácticas?,"Lo firman la empresa, el centro de formación profesional y el practicante. Si el estudiante es menor de edad, también firma un apoderado.",Partes del convenio,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Quiénes deben suscribir el convenio de prácticas preprofesionales?,"Lo suscriben el centro de formación profesional, la empresa donde se desarrollarán las prácticas y el estudiante o su apoderado legal.",Partes del convenio,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Qué entidades participan en la firma del convenio?,"Participan la universidad o centro de estudios, la empresa receptora y el estudiante.",Partes del convenio,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Quién debe firmar el convenio de prácticas antes de iniciar?,"Deben firmarlo el estudiante, la empresa receptora y el centro de formación, antes del inicio de actividades.",Partes del convenio,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Qué partes se comprometen en el convenio de prácticas?,"La universidad, la empresa y el estudiante se comprometen a cumplir con las responsabilidades establecidas en el convenio.",Partes del convenio,Modelo de Convenio de Prácticas Preprofesionales (Intro)
¿Cuánto tiempo duran las prácticas?,"Depende de lo que se acuerde en el convenio, pero debe especificarse claramente la fecha de inicio y fin.",Duración,Modelo de Convenio de Prácticas Preprofesionales (Condiciones)
¿Cuál es la duración prevista para las prácticas preprofesionales?,"La duración debe estar especificada en el convenio, incluyendo fechas de inicio y fin, según lo acordado por las partes involucradas.",Duración,Modelo de Convenio de Prácticas Preprofesionales (Condiciones)
¿Por cuánto tiempo se extiende el periodo de prácticas?,"El periodo de prácticas varía según lo establecido en el convenio, pero siempre debe indicarse con claridad su extensión temporal.",Duración,Modelo de Convenio de Prácticas Preprofesionales (Condiciones)
¿Qué plazo establecen las prácticas en el convenio?,El plazo se fija de mutuo acuerdo y se detalla explícitamente en el documento para garantizar la formalidad del proceso.,Duración,Modelo de Convenio de Prácticas Preprofesionales (Condiciones)
¿Cuándo inician y finalizan las prácticas según el convenio?,"Las prácticas comienzan y terminan en las fechas indicadas en el convenio, las cuales deben ser definidas previamente por las partes.",Duración,Modelo de Convenio de Prácticas Preprofesionales (Condiciones)
¿Qué tiempo mínimo y máximo pueden durar las prácticas?,"No hay un tiempo estándar; la duración depende del acuerdo, pero debe cumplir con lo estipulado por la normativa educativa y laboral.",Duración,Modelo de Convenio de Prácticas Preprofesionales (Condiciones)
¿Qué se espera de la empresa donde haré prácticas?,"Debe orientarte, evaluarte, designar un supervisor, emitir informes, pagar puntualmente y cubrir tus riesgos de salud y accidentes.",Obligaciones de la empresa,Modelo de Convenio de Prácticas Preprofesionales (Cláusula Tercera)
¿Qué funciones debe cumplir la empresa durante mis prácticas?,"La empresa debe brindarte orientación, asignarte un supervisor, elaborar informes de seguimiento y garantizar tu cobertura en salud y seguridad.",Obligaciones de la empresa,Modelo de Convenio de Prácticas Preprofesionales (Cláusula Tercera)
¿Qué apoyo brinda la empresa al practicante?,"Proporciona acompañamiento técnico, evaluación constante, asignación de tareas formativas y condiciones seguras para el desempeño del estudiante.",Obligaciones de la empresa,Modelo de Convenio de Prácticas Preprofesionales (Cláusula Tercera)
¿Cuáles son las responsabilidades de la empresa en las prácticas?,"La empresa es responsable de facilitar el aprendizaje del practicante, cumplir con el plan de prácticas y emitir informes al centro educativo.",Obligaciones de la empresa,Modelo de Convenio de Prácticas Preprofesionales (Cláusula Tercera)
